,Misconception ID,Example Number,Topic,Predicted Diagnosis,Model,Trial,Correct
39,MaE42,4,"Patterns, relationships, and functions",MaE39,gpt-4-turbo,1,False
40,MaE23,4,Ratios and proportional reasoning,MaE23,gpt-4-turbo,1,True
41,MaE48,1,"Variables, expressions, and operations",MaE53,gpt-4-turbo,1,False
42,MaE02,4,Number sense,MaE06,gpt-4-turbo,1,False
43,MaE34,1,Properties of number and operations,MaE34,gpt-4-turbo,1,True
44,MaE08,1,Number Operations,MaE14,gpt-4-turbo,1,False
45,MaE54,1,Equations and inequalities,MaE54,gpt-4-turbo,1,True
46,MaE22,1,Number Operations,MaE22,gpt-4-turbo,1,True
47,MaE16,2,Number Operations,MaE17,gpt-4-turbo,1,False
48,MaE43,4,Algebraic representations,MaE41,gpt-4-turbo,1,False
49,MaE01,1,Number sense,MaE01,gpt-4-turbo,1,True
50,MaE07,1,Number Operations,MaE06,gpt-4-turbo,1,False
51,MaE36,4,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,1,False
52,MaE14,2,Number Operations,MaE14,gpt-4-turbo,1,True
53,MaE15,2,Number Operations,MaE15,gpt-4-turbo,1,True
54,MaE25,3,Ratios and proportional reasoning,MaE11,gpt-4-turbo,1,False
0,MaE31,2,Properties of number and operations,MaE31,gpt-4-turbo,2,True
1,MaE19,2,Number Operations,MaE19,gpt-4-turbo,2,True
2,MaE41,1,"Patterns, relationships, and functions",MaE41,gpt-4-turbo,2,True
3,MaE10,4,Number Operations,MaE08,gpt-4-turbo,2,False
4,MaE27,4,Ratios and proportional reasoning,MaE26,gpt-4-turbo,2,False
5,MaE14,2,Number Operations,MaE14,gpt-4-turbo,2,True
6,MaE40,1,"Patterns, relationships, and functions",MaE44,gpt-4-turbo,2,False
7,MaE24,3,Ratios and proportional reasoning,MaE23,gpt-4-turbo,2,False
8,MaE38,2,"Patterns, relationships, and functions",MaE26,gpt-4-turbo,2,False
9,MaE28,3,Ratios and proportional reasoning,MaE01,gpt-4-turbo,2,False
10,MaE30,2,Ratios and proportional reasoning,MaE30,gpt-4-turbo,2,True
11,MaE42,2,"Patterns, relationships, and functions",MaE26,gpt-4-turbo,2,False
12,MaE39,1,"Patterns, relationships, and functions",MaE39,gpt-4-turbo,2,True
13,MaE44,3,Algebraic representations,MaE53,gpt-4-turbo,2,False
14,MaE05,2,Number sense,MaE05,gpt-4-turbo,2,True
15,MaE45,3,"Variables, expressions, and operations",MaE54,gpt-4-turbo,2,False
16,MaE34,2,Properties of number and operations,MaE34,gpt-4-turbo,2,True
17,MaE49,3,Equations and inequalities,MaE48,gpt-4-turbo,2,False
18,MaE08,3,Number Operations,MaE08,gpt-4-turbo,2,True
19,MaE25,1,Ratios and proportional reasoning,MaE27,gpt-4-turbo,2,False
20,MaE48,2,"Variables, expressions, and operations",MaE05,gpt-4-turbo,2,False
21,MaE21,2,Number Operations,MaE17,gpt-4-turbo,2,False
22,MaE35,4,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,2,True
23,MaE12,2,Number Operations,MaE20,gpt-4-turbo,2,False
24,MaE26,1,Ratios and proportional reasoning,MaE05,gpt-4-turbo,2,False
25,MaE18,2,Number Operations,MaE19,gpt-4-turbo,2,False
26,MaE13,1,Number Operations,MaE13,gpt-4-turbo,2,True
27,MaE22,1,Number Operations,MaE22,gpt-4-turbo,2,True
28,MaE33,3,Properties of number and operations,MaE33,gpt-4-turbo,2,True
29,MaE54,4,Equations and inequalities,MaE50,gpt-4-turbo,2,False
30,MaE23,4,Ratios and proportional reasoning,MaE28,gpt-4-turbo,2,False
31,MaE11,4,Number Operations,MaE11,gpt-4-turbo,2,True
32,MaE17,2,Number Operations,MaE17,gpt-4-turbo,2,True
33,MaE50,4,Equations and inequalities,MaE50,gpt-4-turbo,2,True
34,MaE02,4,Number sense,MaE08,gpt-4-turbo,2,False
35,MaE07,4,Number Operations,MaE07,gpt-4-turbo,2,True
36,MaE36,4,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,2,False
37,MaE47,1,"Variables, expressions, and operations",MaE51,gpt-4-turbo,2,False
38,MaE16,1,Number Operations,MaE16,gpt-4-turbo,2,True
39,MaE06,2,Number Operations,MaE08,gpt-4-turbo,2,False
40,MaE01,3,Number sense,MaE01,gpt-4-turbo,2,True
41,MaE37,4,"Patterns, relationships, and functions",MaE43,gpt-4-turbo,2,False
42,MaE20,2,Number Operations,MaE20,gpt-4-turbo,2,True
43,MaE03,1,Number sense,MaE03,gpt-4-turbo,2,True
44,MaE52,1,Equations and inequalities,MaE33,gpt-4-turbo,2,False
45,MaE46,1,"Variables, expressions, and operations",MaE47,gpt-4-turbo,2,False
46,MaE29,2,Ratios and proportional reasoning,MaE29,gpt-4-turbo,2,True
47,MaE32,2,Properties of number and operations,MaE04,gpt-4-turbo,2,False
48,MaE43,4,Algebraic representations,MaE41,gpt-4-turbo,2,False
49,MaE04,2,Number sense,MaE04,gpt-4-turbo,2,True
50,MaE09,2,Number Operations,MaE08,gpt-4-turbo,2,False
51,MaE55,3,Equations and inequalities,MaE55,gpt-4-turbo,2,True
52,MaE15,2,Number Operations,MaE14,gpt-4-turbo,2,False
53,MaE51,2,Equations and inequalities,MaE51,gpt-4-turbo,2,True
54,MaE53,3,Equations and inequalities,MaE20,gpt-4-turbo,2,False
0,MaE53,4,Equations and inequalities,MaE20,gpt-4-turbo,3,False
1,MaE34,4,Properties of number and operations,MaE45,gpt-4-turbo,3,False
2,MaE43,2,Algebraic representations,MaE43,gpt-4-turbo,3,True
3,MaE33,1,Properties of number and operations,MaE33,gpt-4-turbo,3,True
4,MaE13,1,Number Operations,MaE13,gpt-4-turbo,3,True
5,MaE01,2,Number sense,MaE02,gpt-4-turbo,3,False
6,MaE17,4,Number Operations,MaE17,gpt-4-turbo,3,True
7,MaE31,2,Properties of number and operations,MaE31,gpt-4-turbo,3,True
8,MaE39,4,"Patterns, relationships, and functions",MaE39,gpt-4-turbo,3,True
9,MaE24,3,Ratios and proportional reasoning,MaE24,gpt-4-turbo,3,True
10,MaE27,2,Ratios and proportional reasoning,MaE24,gpt-4-turbo,3,False
11,MaE18,2,Number Operations,MaE18,gpt-4-turbo,3,True
12,MaE54,3,Equations and inequalities,MaE54,gpt-4-turbo,3,True
13,MaE47,1,"Variables, expressions, and operations",MaE52,gpt-4-turbo,3,False
14,MaE49,4,Equations and inequalities,MaE46,gpt-4-turbo,3,False
15,MaE48,2,"Variables, expressions, and operations",MaE48,gpt-4-turbo,3,True
16,MaE45,2,"Variables, expressions, and operations",MaE54,gpt-4-turbo,3,False
17,MaE12,2,Number Operations,MaE12,gpt-4-turbo,3,True
18,MaE37,2,"Patterns, relationships, and functions",MaE43,gpt-4-turbo,3,False
19,MaE14,2,Number Operations,MaE15,gpt-4-turbo,3,False
20,MaE46,1,"Variables, expressions, and operations",MaE46,gpt-4-turbo,3,True
21,MaE44,1,Algebraic representations,MaE37,gpt-4-turbo,3,False
22,MaE15,4,Number Operations,MaE15,gpt-4-turbo,3,True
23,MaE41,1,"Patterns, relationships, and functions",MaE41,gpt-4-turbo,3,True
24,MaE35,2,"Patterns, relationships, and functions",MaE36,gpt-4-turbo,3,False
25,MaE21,3,Number Operations,MaE21,gpt-4-turbo,3,True
26,MaE50,2,Equations and inequalities,MaE34,gpt-4-turbo,3,False
27,MaE23,2,Ratios and proportional reasoning,MaE24,gpt-4-turbo,3,False
28,MaE22,1,Number Operations,MaE22,gpt-4-turbo,3,True
29,MaE09,1,Number Operations,MaE19,gpt-4-turbo,3,False
30,MaE29,1,Ratios and proportional reasoning,MaE29,gpt-4-turbo,3,True
31,MaE04,1,Number sense,MaE04,gpt-4-turbo,3,True
32,MaE55,2,Equations and inequalities,MaE55,gpt-4-turbo,3,True
33,MaE10,4,Number Operations,MaE10,gpt-4-turbo,3,True
34,MaE36,1,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,3,False
35,MaE51,2,Equations and inequalities,MaE52,gpt-4-turbo,3,False
36,MaE25,1,Ratios and proportional reasoning,MaE23,gpt-4-turbo,3,False
37,MaE26,2,Ratios and proportional reasoning,MaE13,gpt-4-turbo,3,False
38,MaE07,1,Number Operations,MaE07,gpt-4-turbo,3,True
39,MaE40,2,"Patterns, relationships, and functions",MaE40,gpt-4-turbo,3,True
40,MaE19,2,Number Operations,MaE19,gpt-4-turbo,3,True
41,MaE11,4,Number Operations,MaE23,gpt-4-turbo,3,False
42,MaE42,4,"Patterns, relationships, and functions",MaE42,gpt-4-turbo,3,True
43,MaE20,4,Number Operations,MaE20,gpt-4-turbo,3,True
44,MaE03,2,Number sense,MaE03,gpt-4-turbo,3,True
45,MaE38,3,"Patterns, relationships, and functions",MaE38,gpt-4-turbo,3,True
46,MaE30,2,Ratios and proportional reasoning,MaE30,gpt-4-turbo,3,True
47,MaE16,4,Number Operations,MaE16,gpt-4-turbo,3,True
48,MaE02,2,Number sense,MaE02,gpt-4-turbo,3,True
49,MaE05,1,Number sense,MaE05,gpt-4-turbo,3,True
50,MaE52,4,Equations and inequalities,MaE52,gpt-4-turbo,3,True
51,MaE06,2,Number Operations,MaE07,gpt-4-turbo,3,False
52,MaE08,2,Number Operations,MaE19,gpt-4-turbo,3,False
53,MaE32,4,Properties of number and operations,MaE19,gpt-4-turbo,3,False
54,MaE28,2,Ratios and proportional reasoning,MaE28,gpt-4-turbo,3,True
0,MaE55,1,Equations and inequalities,MaE55,gpt-4-turbo,4,True
1,MaE07,4,Number Operations,MaE07,gpt-4-turbo,4,True
2,MaE38,3,"Patterns, relationships, and functions",MaE38,gpt-4-turbo,4,True
3,MaE47,3,"Variables, expressions, and operations",MaE47,gpt-4-turbo,4,True
4,MaE32,2,Properties of number and operations,MaE20,gpt-4-turbo,4,False
5,MaE04,4,Number sense,MaE39,gpt-4-turbo,4,False
6,MaE53,2,Equations and inequalities,MaE44,gpt-4-turbo,4,False
7,MaE03,2,Number sense,MaE03,gpt-4-turbo,4,True
8,MaE30,2,Ratios and proportional reasoning,MaE29,gpt-4-turbo,4,False
9,MaE40,1,"Patterns, relationships, and functions",MaE41,gpt-4-turbo,4,False
10,MaE46,3,"Variables, expressions, and operations",MaE49,gpt-4-turbo,4,False
11,MaE08,2,Number Operations,MaE13,gpt-4-turbo,4,False
12,MaE10,4,Number Operations,MaE10,gpt-4-turbo,4,True
13,MaE19,1,Number Operations,MaE19,gpt-4-turbo,4,True
14,MaE12,2,Number Operations,MaE12,gpt-4-turbo,4,True
15,MaE31,1,Properties of number and operations,MaE31,gpt-4-turbo,4,True
16,MaE17,1,Number Operations,MaE17,gpt-4-turbo,4,True
17,MaE13,2,Number Operations,MaE48,gpt-4-turbo,4,False
18,MaE05,1,Number sense,MaE05,gpt-4-turbo,4,True
19,MaE06,1,Number Operations,MaE02,gpt-4-turbo,4,False
20,MaE16,3,Number Operations,MaE09,gpt-4-turbo,4,False
21,MaE50,2,Equations and inequalities,MaE54,gpt-4-turbo,4,False
22,MaE33,3,Properties of number and operations,MaE33,gpt-4-turbo,4,True
23,MaE34,3,Properties of number and operations,MaE15,gpt-4-turbo,4,False
24,MaE25,2,Ratios and proportional reasoning,MaE23,gpt-4-turbo,4,False
25,MaE37,3,"Patterns, relationships, and functions",MaE38,gpt-4-turbo,4,False
26,MaE09,2,Number Operations,MaE24,gpt-4-turbo,4,False
27,MaE54,3,Equations and inequalities,MaE54,gpt-4-turbo,4,True
28,MaE23,3,Ratios and proportional reasoning,MaE26,gpt-4-turbo,4,False
29,MaE29,1,Ratios and proportional reasoning,MaE30,gpt-4-turbo,4,False
30,MaE52,2,Equations and inequalities,MaE52,gpt-4-turbo,4,True
31,MaE24,1,Ratios and proportional reasoning,MaE27,gpt-4-turbo,4,False
32,MaE42,4,"Patterns, relationships, and functions",MaE39,gpt-4-turbo,4,False
33,MaE41,4,"Patterns, relationships, and functions",MaE41,gpt-4-turbo,4,True
34,MaE18,1,Number Operations,MaE18,gpt-4-turbo,4,True
35,MaE48,2,"Variables, expressions, and operations",MaE53,gpt-4-turbo,4,False
36,MaE26,3,Ratios and proportional reasoning,MaE28,gpt-4-turbo,4,False
37,MaE14,1,Number Operations,MaE14,gpt-4-turbo,4,True
38,MaE45,3,"Variables, expressions, and operations",MaE54,gpt-4-turbo,4,False
39,MaE49,1,Equations and inequalities,MaE44,gpt-4-turbo,4,False
40,MaE21,3,Number Operations,MaE34,gpt-4-turbo,4,False
41,MaE11,1,Number Operations,MaE11,gpt-4-turbo,4,True
42,MaE43,4,Algebraic representations,MaE37,gpt-4-turbo,4,False
43,MaE20,4,Number Operations,MaE20,gpt-4-turbo,4,True
44,MaE51,3,Equations and inequalities,MaE51,gpt-4-turbo,4,True
45,MaE35,4,"Patterns, relationships, and functions",MaE36,gpt-4-turbo,4,False
46,MaE22,2,Number Operations,MaE22,gpt-4-turbo,4,True
47,MaE01,1,Number sense,MaE01,gpt-4-turbo,4,True
48,MaE02,1,Number sense,MaE01,gpt-4-turbo,4,False
49,MaE28,2,Ratios and proportional reasoning,MaE28,gpt-4-turbo,4,True
50,MaE39,2,"Patterns, relationships, and functions",MaE45,gpt-4-turbo,4,False
51,MaE27,2,Ratios and proportional reasoning,MaE27,gpt-4-turbo,4,True
52,MaE44,3,Algebraic representations,MaE50,gpt-4-turbo,4,False
53,MaE36,1,"Patterns, relationships, and functions",MaE36,gpt-4-turbo,4,True
54,MaE15,2,Number Operations,MaE15,gpt-4-turbo,4,True
0,MaE08,4,Number Operations,MaE12,gpt-4-turbo,5,False
1,MaE01,2,Number sense,MaE02,gpt-4-turbo,5,False
2,MaE28,2,Ratios and proportional reasoning,MaE28,gpt-4-turbo,5,True
3,MaE36,4,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,5,False
4,MaE10,3,Number Operations,MaE11,gpt-4-turbo,5,False
5,MaE43,2,Algebraic representations,MaE43,gpt-4-turbo,5,True
6,MaE54,4,Equations and inequalities,MaE54,gpt-4-turbo,5,True
7,MaE04,4,Number sense,MaE01,gpt-4-turbo,5,False
8,MaE34,1,Properties of number and operations,MaE34,gpt-4-turbo,5,True
9,MaE51,2,Equations and inequalities,MaE51,gpt-4-turbo,5,True
10,MaE22,1,Number Operations,MaE22,gpt-4-turbo,5,True
11,MaE11,3,Number Operations,MaE11,gpt-4-turbo,5,True
12,MaE33,3,Properties of number and operations,MaE33,gpt-4-turbo,5,True
13,MaE17,2,Number Operations,MaE16,gpt-4-turbo,5,False
14,MaE47,2,"Variables, expressions, and operations",MaE47,gpt-4-turbo,5,True
15,MaE03,1,Number sense,MaE03,gpt-4-turbo,5,True
16,MaE27,3,Ratios and proportional reasoning,MaE26,gpt-4-turbo,5,False
17,MaE06,4,Number Operations,MaE10,gpt-4-turbo,5,False
18,MaE49,1,Equations and inequalities,MaE50,gpt-4-turbo,5,False
19,MaE45,3,"Variables, expressions, and operations",MaE45,gpt-4-turbo,5,True
20,MaE25,2,Ratios and proportional reasoning,MaE25,gpt-4-turbo,5,True
21,MaE40,2,"Patterns, relationships, and functions",MaE40,gpt-4-turbo,5,True
22,MaE12,4,Number Operations,MaE12,gpt-4-turbo,5,True
23,MaE02,4,Number sense,MaE07,gpt-4-turbo,5,False
24,MaE37,3,"Patterns, relationships, and functions",MaE37,gpt-4-turbo,5,True
25,MaE23,4,Ratios and proportional reasoning,MaE23,gpt-4-turbo,5,True
26,MaE14,1,Number Operations,MaE15,gpt-4-turbo,5,False
27,MaE16,4,Number Operations,MaE16,gpt-4-turbo,5,True
28,MaE39,4,"Patterns, relationships, and functions",MaE39,gpt-4-turbo,5,True
29,MaE24,3,Ratios and proportional reasoning,MaE27,gpt-4-turbo,5,False
30,MaE20,3,Number Operations,MaE22,gpt-4-turbo,5,False
31,MaE55,2,Equations and inequalities,MaE55,gpt-4-turbo,5,True
32,MaE07,3,Number Operations,MaE07,gpt-4-turbo,5,True
33,MaE09,4,Number Operations,MaE09,gpt-4-turbo,5,True
34,MaE32,3,Properties of number and operations,MaE21,gpt-4-turbo,5,False
35,MaE15,2,Number Operations,MaE15,gpt-4-turbo,5,True
36,MaE05,4,Number sense,MaE05,gpt-4-turbo,5,True
37,MaE38,2,"Patterns, relationships, and functions",MaE27,gpt-4-turbo,5,False
38,MaE35,2,"Patterns, relationships, and functions",MaE36,gpt-4-turbo,5,False
39,MaE50,2,Equations and inequalities,MaE04,gpt-4-turbo,5,False
40,MaE48,1,"Variables, expressions, and operations",MaE49,gpt-4-turbo,5,False
41,MaE46,4,"Variables, expressions, and operations",MaE46,gpt-4-turbo,5,True
42,MaE21,4,Number Operations,MaE52,gpt-4-turbo,5,False
43,MaE52,2,Equations and inequalities,MaE52,gpt-4-turbo,5,True
44,MaE26,2,Ratios and proportional reasoning,MaE24,gpt-4-turbo,5,False
45,MaE31,3,Properties of number and operations,MaE31,gpt-4-turbo,5,True
46,MaE42,3,"Patterns, relationships, and functions",MaE24,gpt-4-turbo,5,False
47,MaE44,2,Algebraic representations,MaE24,gpt-4-turbo,5,False
48,MaE41,3,"Patterns, relationships, and functions",MaE41,gpt-4-turbo,5,True
49,MaE19,1,Number Operations,MaE19,gpt-4-turbo,5,True
50,MaE13,3,Number Operations,MaE13,gpt-4-turbo,5,True
51,MaE30,1,Ratios and proportional reasoning,MaE30,gpt-4-turbo,5,True
52,MaE18,3,Number Operations,MaE18,gpt-4-turbo,5,True
53,MaE29,1,Ratios and proportional reasoning,MaE29,gpt-4-turbo,5,True
54,MaE53,2,Equations and inequalities,MaE24,gpt-4-turbo,5,False
0,MaE12,3,Number Operations,MaE12,gpt-4-turbo,6,True
1,MaE36,1,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,6,False
2,MaE21,1,Number Operations,MaE17,gpt-4-turbo,6,False
3,MaE04,1,Number sense,MaE04,gpt-4-turbo,6,True
4,MaE26,1,Ratios and proportional reasoning,MaE16,gpt-4-turbo,6,False
5,MaE14,3,Number Operations,MaE14,gpt-4-turbo,6,True
6,MaE18,3,Number Operations,MaE19,gpt-4-turbo,6,False
7,MaE07,1,Number Operations,MaE07,gpt-4-turbo,6,True
8,MaE45,1,"Variables, expressions, and operations",MaE45,gpt-4-turbo,6,True
9,MaE32,1,Properties of number and operations,MaE34,gpt-4-turbo,6,False
10,MaE38,3,"Patterns, relationships, and functions",MaE38,gpt-4-turbo,6,True
11,MaE40,3,"Patterns, relationships, and functions",MaE41,gpt-4-turbo,6,False
12,MaE27,3,Ratios and proportional reasoning,MaE29,gpt-4-turbo,6,False
13,MaE10,1,Number Operations,MaE34,gpt-4-turbo,6,False
14,MaE51,3,Equations and inequalities,MaE51,gpt-4-turbo,6,True
15,MaE08,3,Number Operations,MaE08,gpt-4-turbo,6,True
16,MaE01,4,Number sense,MaE01,gpt-4-turbo,6,True
17,MaE39,1,"Patterns, relationships, and functions",MaE39,gpt-4-turbo,6,True
18,MaE17,4,Number Operations,MaE16,gpt-4-turbo,6,False
19,MaE31,4,Properties of number and operations,MaE53,gpt-4-turbo,6,False
20,MaE49,3,Equations and inequalities,MaE48,gpt-4-turbo,6,False
21,MaE33,2,Properties of number and operations,MaE34,gpt-4-turbo,6,False
22,MaE43,4,Algebraic representations,MaE43,gpt-4-turbo,6,True
23,MaE44,3,Algebraic representations,MaE53,gpt-4-turbo,6,False
24,MaE35,2,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,6,True
25,MaE20,3,Number Operations,MaE20,gpt-4-turbo,6,True
26,MaE55,2,Equations and inequalities,MaE34,gpt-4-turbo,6,False
27,MaE28,1,Ratios and proportional reasoning,MaE38,gpt-4-turbo,6,False
28,MaE29,3,Ratios and proportional reasoning,MaE29,gpt-4-turbo,6,True
29,MaE06,2,Number Operations,MaE02,gpt-4-turbo,6,False
30,MaE48,4,"Variables, expressions, and operations",MaE48,gpt-4-turbo,6,True
31,MaE53,3,Equations and inequalities,MaE34,gpt-4-turbo,6,False
32,MaE34,2,Properties of number and operations,MaE34,gpt-4-turbo,6,True
33,MaE42,2,"Patterns, relationships, and functions",MaE27,gpt-4-turbo,6,False
34,MaE15,1,Number Operations,MaE14,gpt-4-turbo,6,False
35,MaE41,2,"Patterns, relationships, and functions",MaE40,gpt-4-turbo,6,False
36,MaE30,1,Ratios and proportional reasoning,MaE30,gpt-4-turbo,6,True
37,MaE22,4,Number Operations,MaE22,gpt-4-turbo,6,True
38,MaE25,1,Ratios and proportional reasoning,MaE24,gpt-4-turbo,6,False
39,MaE02,1,Number sense,MaE01,gpt-4-turbo,6,False
40,MaE50,1,Equations and inequalities,MaE50,gpt-4-turbo,6,True
41,MaE37,2,"Patterns, relationships, and functions",MaE37,gpt-4-turbo,6,True
42,MaE13,3,Number Operations,MaE13,gpt-4-turbo,6,True
